13184617	gpuInfo.findElements is not a function
35382043	gpuInfo.findElements is not a function
6990563	gpuInfo.findElements is not a function
36911328	Cannot read properties of undefined (reading 'replace')
15441058	gpuInfo.findElements is not a function
27987253	gpuInfo.findElements is not a function
8235412	gpuInfo.findElements is not a function
15623486	gpuInfo.findElements is not a function
27730501	gpuInfo.findElements is not a function
31978717	gpuInfo.findElements is not a function
15633812	gpuInfo.findElements is not a function
14943479	gpuInfo.findElements is not a function
41726884	gpuInfo.findElements is not a function
15010613	gpuInfo.findElements is not a function
13645770	gpuInfo.findElements is not a function
15267089	gpuInfo.findElements is not a function
9672582	gpuInfo.findElements is not a function
34428193	gpuInfo.findElements is not a function
40494579	Cannot read properties of undefined (reading 'replace')
27066986	gpuInfo.findElements is not a function
17527159	gpuInfo.findElements is not a function
37401544	gpuInfo.findElements is not a function
26097546	gpuInfo.findElements is not a function
37829539	gpuInfo.findElements is not a function
15391948	gpuInfo.findElements is not a function
37624322	gpuInfo.findElements is not a function
41407972	gpuInfo.findElements is not a function
36179043	gpuInfo.findElements is not a function
14882829	gpuInfo.findElements is not a function
42551076	Cannot read properties of undefined (reading 'replace')
34896826	gpuInfo.findElements is not a function
7030264	gpuInfo.findElements is not a function
42607427	gpuInfo.findElements is not a function
34102995	gpuInfo.findElements is not a function
33931713	gpuInfo.findElements is not a function
29231929	gpuInfo.findElements is not a function
8035541	gpuInfo.findElements is not a function
18282718	gpuInfo.findElements is not a function
5841416	gpuInfo.findElements is not a function
494423	gpuInfo.findElements is not a function
32207333	gpuInfo.findElements is not a function
27674422	gpuInfo.findElements is not a function
16088135	gpuInfo.findElements is not a function
15658836	gpuInfo.findElements is not a function
25879942	gpuInfo.findElements is not a function
15676899	gpuInfo.findElements is not a function
23891070	gpuInfo.findElements is not a function
15019944	gpuInfo.findElements is not a function
15216228	gpuInfo.findElements is not a function
16224083	gpuInfo.findElements is not a function
42504124	gpuInfo.findElements is not a function
14631559	gpuInfo.findElements is not a function
5269685	gpuInfo.findElements is not a function
40497630	gpuInfo.findElements is not a function
15822090	gpuInfo.findElements is not a function
14058448	gpuInfo.findElements is not a function
38057651	Cannot read properties of undefined (reading 'replace')
37336159	gpuInfo.findElements is not a function
32155259	gpuInfo.findElements is not a function
22875140	gpuInfo.findElements is not a function
3200423	gpuInfo.findElements is not a function
37267019	gpuInfo.findElements is not a function
31476777	gpuInfo.findElements is not a function
30456589	gpuInfo.findElements is not a function
38032176	Cannot read properties of undefined (reading 'replace')
2970958	gpuInfo.findElements is not a function
11971479	gpuInfo.findElements is not a function
42261237	gpuInfo.findElements is not a function
35195072	gpuInfo.findElements is not a function
35430441	gpuInfo.findElements is not a function
6740837	gpuInfo.findElements is not a function
41860841	gpuInfo.findElements is not a function
21182944	gpuInfo.findElements is not a function
42104046	gpuInfo.findElements is not a function
470685	gpuInfo.findElements is not a function
37814657	gpuInfo.findElements is not a function
38997005	gpuInfo.findElements is not a function
14941792	gpuInfo.findElements is not a function
39785361	Cannot read properties of undefined (reading 'replace')
25631875	gpuInfo.findElements is not a function
23014005	gpuInfo.findElements is not a function
34414659	gpuInfo.findElements is not a function
28511610	gpuInfo.findElements is not a function
15421107	gpuInfo.findElements is not a function
7513204	gpuInfo.findElements is not a function
35460924	gpuInfo.findElements is not a function
9044244	gpuInfo.findElements is not a function
37861932	gpuInfo.findElements is not a function
19479292	gpuInfo.findElements is not a function
23639452	gpuInfo.findElements is not a function
31505548	gpuInfo.findElements is not a function
39824587	gpuInfo.findElements is not a function
33223821	gpuInfo.findElements is not a function
30227327	gpuInfo.findElements is not a function
2692118	gpuInfo.findElements is not a function
22515064	gpuInfo.findElements is not a function
21118990	gpuInfo.findElements is not a function
30228263	gpuInfo.findElements is not a function
14980812	gpuInfo.findElements is not a function
16924391	gpuInfo.findElements is not a function
23450394	gpuInfo.findElements is not a function
35110828	gpuInfo.findElements is not a function
14810092	gpuInfo.findElements is not a function
29921578	gpuInfo.findElements is not a function
42499799	gpuInfo.findElements is not a function
14624748	gpuInfo.findElements is not a function
10565006	gpuInfo.findElements is not a function
15424068	gpuInfo.findElements is not a function
