6473028	gpuInfo.findElements is not a function
42384567	Cannot read properties of undefined (reading 'replace')
42714463	gpuInfo.findElements is not a function
15898363	gpuInfo.findElements is not a function
14731038	gpuInfo.findElements is not a function
42721841	gpuInfo.findElements is not a function
33708595	gpuInfo.findElements is not a function
38805639	Cannot read properties of undefined (reading 'replace')
3401875	gpuInfo.findElements is not a function
9794166	gpuInfo.findElements is not a function
266089	gpuInfo.findElements is not a function
13287614	gpuInfo.findElements is not a function
34099547	gpuInfo.findElements is not a function
15219173	gpuInfo.findElements is not a function
34023914	gpuInfo.findElements is not a function
18796632	gpuInfo.findElements is not a function
35015923	gpuInfo.findElements is not a function
40338030	gpuInfo.findElements is not a function
37589757	gpuInfo.findElements is not a function
373817	gpuInfo.findElements is not a function
32821103	Cannot read properties of undefined (reading 'replace')
22640060	gpuInfo.findElements is not a function
40509627	Cannot read properties of undefined (reading 'replace')
36315302	gpuInfo.findElements is not a function
5372072	gpuInfo.findElements is not a function
38832831	gpuInfo.findElements is not a function
3832726	gpuInfo.findElements is not a function
39343708	gpuInfo.findElements is not a function
27432699	gpuInfo.findElements is not a function
25230115	gpuInfo.findElements is not a function
15380343	gpuInfo.findElements is not a function
40430028	gpuInfo.findElements is not a function
28198954	gpuInfo.findElements is not a function
40172243	gpuInfo.findElements is not a function
3063483	gpuInfo.findElements is not a function
4018390	gpuInfo.findElements is not a function
26591129	gpuInfo.findElements is not a function
19934545	gpuInfo.findElements is not a function
37596605	gpuInfo.findElements is not a function
30529321	gpuInfo.findElements is not a function
23959006	gpuInfo.findElements is not a function
3635850	gpuInfo.findElements is not a function
2446197	gpuInfo.findElements is not a function
9665189	gpuInfo.findElements is not a function
28766480	gpuInfo.findElements is not a function
22122367	gpuInfo.findElements is not a function
37715336	gpuInfo.findElements is not a function
40880954	gpuInfo.findElements is not a function
30042804	gpuInfo.findElements is not a function
19733368	gpuInfo.findElements is not a function
18463006	gpuInfo.findElements is not a function
20402197	gpuInfo.findElements is not a function
14886377	gpuInfo.findElements is not a function
5171788	gpuInfo.findElements is not a function
6614380	gpuInfo.findElements is not a function
41128411	gpuInfo.findElements is not a function
22105623	gpuInfo.findElements is not a function
25954059	gpuInfo.findElements is not a function
8696095	gpuInfo.findElements is not a function
36822252	gpuInfo.findElements is not a function
15548771	gpuInfo.findElements is not a function
19285967	gpuInfo.findElements is not a function
27385297	gpuInfo.findElements is not a function
37326083	gpuInfo.findElements is not a function
42005635	gpuInfo.findElements is not a function
35290776	gpuInfo.findElements is not a function
12256620	gpuInfo.findElements is not a function
42941958	gpuInfo.findElements is not a function
33689461	gpuInfo.findElements is not a function
32909510	gpuInfo.findElements is not a function
41366491	gpuInfo.findElements is not a function
39957993	gpuInfo.findElements is not a function
36989385	gpuInfo.findElements is not a function
10203055	gpuInfo.findElements is not a function
15155974	gpuInfo.findElements is not a function
6618850	gpuInfo.findElements is not a function
214006	gpuInfo.findElements is not a function
6171258	gpuInfo.findElements is not a function
5430747	gpuInfo.findElements is not a function
35944534	gpuInfo.findElements is not a function
18998859	gpuInfo.findElements is not a function
16964472	gpuInfo.findElements is not a function
36319894	gpuInfo.findElements is not a function
14661614	gpuInfo.findElements is not a function
29728244	gpuInfo.findElements is not a function
15348854	gpuInfo.findElements is not a function
42040545	gpuInfo.findElements is not a function
33744252	gpuInfo.findElements is not a function
7010996	gpuInfo.findElements is not a function
42995215	gpuInfo.findElements is not a function
33302023	gpuInfo.findElements is not a function
21228229	gpuInfo.findElements is not a function
24302515	gpuInfo.findElements is not a function
30288748	gpuInfo.findElements is not a function
40119873	Cannot read properties of undefined (reading 'replace')
22236543	gpuInfo.findElements is not a function
42526792	Cannot read properties of undefined (reading 'replace')
42408024	gpuInfo.findElements is not a function
23973806	gpuInfo.findElements is not a function
36834976	gpuInfo.findElements is not a function
